id,title,description,price_cents,diet_type,sugar,calories,fat,protein,fiber,carbohydrates,sodium,allergen_name
355,صينية سمك بالخضار,سمك فيليه مطبوخ بالفرن مع البطاطا، الجزر، والبصل، مع صلصة طماطم وبهارات.,48000,low_carb,0.0,667.0,47.0,56.0,1.0,5.0,149.0,Fish
356,كبة لبنية بالدجاج,كبة مخبوزة بدلاً من المقلية، محشوة بالدجاج المفروم والصنوبر، ومطبوخة في صلصة لبن زبادي قليلة الدسم.,45000,low_carb,0.0,684.0,29.0,96.0,2.0,7.0,247.0,Shellfish
357,سمك مشوي بالطحينة,سمك فيليه مشوي ومغطى بصلصة طحينة وليمون، مع رشة من البقدونس.,42000,balanced,6.0,1345.0,43.0,113.0,8.0,123.0,1299.0,Fish
358,يخنة البازلاء والجزر باللحمة,يخنة غنية ومغذية من البازلاء والجزر، مع مكعبات لحم بقري قليل الدهن، مطبوخة بمرق الطماطم.,52000,low_carb,4.0,964.0,70.0,66.0,4.0,16.0,209.0,
359,شيش طاووق بصوص الزبادي,أسياخ دجاج متبلة بالزبادي والبهارات، مشوية على الفحم أو في الفرن، وتقدم مع سلطة الخيار والنعناع.,24000,vegan,7.0,276.0,18.0,7.0,8.0,27.0,129.0,
360,فول بالزيت والليمون,طبق إفطار عربي تقليدي من الفول المدمس، متبل بالثوم، الليمون، والكمون، ومزين بزيت الزيتون البكر.,26000,vegetarian,9.0,734.0,17.0,29.0,19.0,118.0,557.0,
361,مقلوبة الزهرة والدجاج,طبق أرز مطبوخ مع الزهرة المقلية أو المشوية، وقطع الدجاج، مع بهارات المقلوبة الشهيرة.,35000,balanced,3.0,702.0,29.0,97.0,3.0,11.0,252.0,
362,مجدّرة الفريكة,طبق من حبوب الفريكة والعدس البني، يزين بالبصل المكرمل المقرمش.,22000,vegan,10.0,483.0,20.0,20.0,17.0,58.0,42.0,
363,شوربة العدس الأحمر بالخضار,شوربة عدس أحمر سريعة التحضير، مع الجزر، الكرفس، والبصل.,20000,vegan,6.0,388.0,19.0,18.0,16.0,43.0,46.0,
364,كبة البطاطا الحلوة,كبة مصنوعة من البطاطا الحلوة المهروسة بدلاً من البرغل، محشوة بالعدس أو الفطر.,23000,vegan,13.0,555.0,21.0,24.0,26.0,76.0,108.0,
365,منسف الأرز الأسمر,النسخة الصحية من المنسف الأردني، حيث يُستخدم الأرز الأسمر ويُطهى لحم الضأن بكمية أقل من الدهون.,15000,vegetarian,11.0,506.0,41.0,6.0,7.0,39.0,26.0,
366,بامية مع الطماطم الطازجة,بامية طازجة مطبوخة بصلصة طماطم، ثوم، وكزبرة، خالية من اللحوم.,18000,vegan,15.0,263.0,16.0,4.0,8.0,32.0,40.0,Tree Nuts
367,كفتة بالطحينة الصحية,كرات كفتة مشوية أو مخبوزة من لحم مفروم قليل الدهن، مطبوخة في صلصة طحينة بالليمون.,22000,vegan,9.0,539.0,18.0,25.0,26.0,75.0,83.0,Tree Nuts
368,محشي كوسا باللبن,كوسا محفورة ومحشوة بلحم مفروم قليل الدهن وأرز، ومطبوخة في صلصة لبن زبادي بالنعناع والثوم.,20000,vegetarian,12.0,932.0,67.0,17.0,15.0,76.0,143.0,Dairy
369,مسقعة الكوسا بالفرن,كوسا مقلية بالفرن مع لحم مفروم ولبن زبادي، مزينة بالصنوبر.,18000,vegan,10.0,917.0,61.0,27.0,19.0,70.0,75.0,
370,بابا غنوج بالزبيب,باذنجان مشوي ومهروس مع الطحينة، الثوم، والليمون، مزين بالزبيب لإضافة لمسة حلوة.,12000,vegan,7.0,510.0,19.0,10.0,6.0,77.0,43.0,
371,سلطة العدس البني بالخضار,سلطة غنية بالبروتين من العدس البني المسلوق، مع الخيار، الطماطم، والبصل.,22000,vegetarian,6.0,236.0,16.0,16.0,2.0,11.0,46.0,Gluten
372,مسقعة الكوسا بالزبادي,كوسا مقلية أو مشوية مطبوخة في صلصة زبادي بالنعناع والثوم.,30000,vegetarian,25.0,593.0,49.0,12.0,7.0,38.0,34.0,
373,مفروكة الفستق الحلبي,طبق حلويات صحي من السميد المحمص ومسحوق الفستق الحلبي، يقدم مع القليل من العسل.,18000,vegan,8.0,349.0,30.0,5.0,8.0,18.0,73.0,
374,يخني الفاصوليا الخضراء,يخنة فاصوليا خضراء وقطع لحم قليل الدهن، مطبوخة بصلصة طماطم.,45000,low_carb,3.0,788.0,29.0,108.0,3.0,21.0,288.0,Tree Nuts
375,مكمورة,طبق فلسطيني من طبقات العجين بالقمح الكامل والدجاج المقطع، مع البصل وزيت الزيتون.,25000,vegetarian,19.0,356.0,17.0,8.0,7.0,48.0,36.0,
376,قوزي لحم صحي,لحم ضأن مطبوخ ببطء مع الأرز الأسمر والمكسرات، بكمية أقل من الدهون.,42000,balanced,3.0,627.0,24.0,67.0,8.0,35.0,195.0,
377,شوربة الفول الأخضر,شوربة من الفول الأخضر الطازج، مطبوخة مع الثوم والليمون والكزبرة.,22000,vegetarian,28.0,200.0,0.0,15.0,5.0,38.0,122.0,Dairy
378,صينية اللحم بالعجين بالسبانخ,عجينة رقيقة من القمح الكامل محشوة بالسبانخ الطازجة والبصل.,28000,vegetarian,8.0,223.0,16.0,5.0,6.0,20.0,24.0,
379,كفتة الدجاج المشوية,كرات كفتة من الدجاج المفروم مع البصل والبقدونس، مشوية على الفحم أو في الفرن.,32000,low_carb,0.0,1562.0,119.0,104.0,5.0,20.0,321.0,
380,سمك مشوي بالخضار,شرائح سمك مشوية مع فلفل ملون، بصل، وطماطم.,48000,balanced,6.0,1221.0,42.0,84.0,9.0,126.0,1249.0,Fish
381,مغلي بالزعتر والمكسرات,طبق حلويات مغلي تقليدي، مزين بالزعتر البري والمكسرات النيئة.,23000,vegetarian,9.0,574.0,40.0,18.0,14.0,41.0,17.0,Dairy
382,مجدّرة الفول الأخضر,طبق من البرغل والفول الأخضر، مزين بالبصل المقلي.,18000,vegan,9.0,475.0,21.0,16.0,14.0,60.0,131.0,
383,مرقة كوسا باللبن,مرقة كوسا محضرة بلبن قليل الدسم، مع قطع من اللحم، والثوم، والكزبرة.,28000,low_carb,0.0,999.0,72.0,67.0,5.0,22.0,214.0,
384,صينية كفتة بالبطاطا,كرات كفتة مشوية مع شرائح بطاطا، مطبوخة في الفرن بصلصة طماطم.,19000,vegan,4.0,443.0,19.0,22.0,18.0,52.0,32.0,
385,قلاية بندورة باللحم,طماطم مقطعة ومطبوخة مع قطع لحم بقري قليل الدهن، ثوم، وفلفل حار.,38000,balanced,14.0,645.0,25.0,36.0,15.0,73.0,107.0,
386,حراق أصبعو,طبق من العدس، المعكرونة، وقطع الخبز المحمص، متبل بالثوم، الكزبرة، ودبس الرمان.,19000,vegetarian,14.0,654.0,57.0,17.0,4.0,22.0,1496.0,
387,صينية دجاج بالخضار,دجاج كامل أو مقطع مطبوخ بالفرن مع البطاطا، الجزر، والكوسا.,21000,vegetarian,19.0,356.0,17.0,8.0,7.0,48.0,36.0,
388,شوربة الدجاج بالكريمة,حساء دافئ من قطع الدجاج الصغيرة، والكريمة قليلة الدسم، مع رشة من البهارات.,35000,low_carb,5.0,665.0,41.0,60.0,10.0,23.0,268.0,
389,فطائر الزعتر بالجبن,فطائر من عجينة القمح الكامل محشوة بالزعتر والجبن قليل الدسم.,19000,balanced,1.0,596.0,19.0,56.0,4.0,53.0,266.0,
390,مجدرة البرغل الخشن,طبق من البرغل الخشن والعدس، مزين بالبصل المقلي.,22000,vegetarian,7.0,975.0,17.0,31.0,11.0,174.0,1693.0,Eggs
391,فتة المكدوس بالفرن,باذنجان محشو باللحم والجوز، مغطى بصلصة لبن بالثوم ومخبوز بالفرن.,12000,vegan,10.0,276.0,17.0,6.0,11.0,29.0,45.0,
392,يخنة الكوسا والزهرة باللحم,يخنة من الكوسا والزهرة مع قطع لحم قليل الدهن.,30000,vegetarian,9.0,574.0,40.0,18.0,14.0,41.0,17.0,Tree Nuts
393,بصارة بالفول الأخضر,فول أخضر مهروس ومطبوخ مع الثوم والكزبرة، يزين بالبصل المقلي.,32000,low_carb,1.0,674.0,31.0,73.0,3.0,24.0,199.0,
394,صينية سبانخ بالدجاج,سبانخ مطبوخة مع قطع دجاج وبصل، مع رشة من الفلفل الأسود والكمون.,21000,vegetarian,12.0,1127.0,32.0,30.0,12.0,179.0,1622.0,
395,قدرة الدجاج الفلسطينية بالخضروات,طبق أرز مطبوخ مع قطع الدجاج، والحمص، والبهارات، مع الخضروات مثل الجزر والبازلاء، مطبوخ في الفرن.,34000,low_carb,0.0,1562.0,119.0,104.0,5.0,20.0,321.0,
396,شوربة عدس بالشعرية,شوربة عدس تقليدية مع إضافة القليل من الشعرية الكاملة.,22000,vegetarian,2.0,673.0,19.0,22.0,16.0,115.0,6.0,
397,فول بالخضروات الملونة,فول مدمس مهروس، متبل بالكمون والليمون، ومزين بالطماطم، الخيار، والفلفل الملون المفروم.,28000,vegetarian,6.0,1146.0,36.0,43.0,26.0,170.0,1134.0,
398,كفتة بالصينية بالخضار,كرات كفتة مشوية أو مخبوزة مع تشكيلة من الخضار الملونة مثل الفلفل والبصل.,18000,vegetarian,9.0,734.0,17.0,29.0,19.0,118.0,557.0,Dairy
399,مجدّرة البرغل الأسمر,طبق نباتي من البرغل الأسمر والعدس، مزين بالبصل المكرمل المقرمش.,19000,vegan,12.0,363.0,26.0,6.0,9.0,36.0,92.0,
400,فريكة بالمكسرات والخضار,حبوب فريكة مطبوخة مع الخضار المشكلة، مثل الفلفل الملون والجزر، مزينة بالمكسرات المحمصة.,20000,vegan,12.0,363.0,26.0,6.0,9.0,36.0,92.0,
401,فطائر السبانخ الصحية,فطائر من العجين الصحي محشوة بالسبانخ الطازجة، البصل، ودبس الرمان.,21000,vegan,9.0,1158.0,100.0,42.0,24.0,44.0,2.0,
402,كوسا بالفرن باللحمة والبصل,كوسا محفورة ومحشوة بلحم مفروم قليل الدهن، مطبوخة في الفرن بصلصة طماطم خفيفة.,32000,vegetarian,9.0,232.0,16.0,5.0,6.0,22.0,27.0,
403,منسف أردني صحي,لحم ضأن مطبوخ ببطء، يقدم على خبز الصاج والأرز الأسمر، مع لبن الجميد قليل الدسم.,27000,vegan,8.0,349.0,30.0,5.0,8.0,18.0,73.0,
404,يخنة الفاصوليا الخضراء بالدجاج,يخنة غنية من الفاصوليا الخضراء مع مكعبات دجاج، مطبوخة بمرق الطماطم.,29000,vegetarian,7.0,510.0,41.0,11.0,10.0,29.0,72.0,Tree Nuts
405,سمك مشوي بالثوم والأعشاب,سمك فيليه مشوي بالفرن، متبل بالثوم، الكزبرة، والشبت.,48000,low_carb,6.0,584.0,25.0,69.0,7.0,20.0,210.0,Fish
406,صيادية الدجاج,طبق أرز أسمر مطبوخ مع قطع دجاج، بصل مقلي، وكمون، يقدم مع سلطة جانبية.,45000,low_carb,5.0,665.0,41.0,60.0,10.0,23.0,268.0,Shellfish
407,سمك مشوي بالثوم والليمون,سمك فيليه مشوي ومتبل بالثوم، الكزبرة، وعصير الليمون، يقدم مع الأرز البني.,42000,balanced,16.0,481.0,5.0,56.0,2.0,53.0,206.0,Fish
408,عدس بحامض بالكزبرة,شوربة عدس أصفر مطبوخة مع الكزبرة الخضراء، الثوم، والليمون.,28000,vegetarian,15.0,690.0,44.0,19.0,14.0,63.0,13.0,Tree Nuts
409,حمص بالبصل الأخضر,حمص مهروس مع الطحينة، الثوم، والليمون، مزين بالبصل الأخضر المفروم.,18000,vegan,17.0,511.0,20.0,20.0,18.0,66.0,99.0,
410,سمك القاروص المشوي بالأعشاب,سمك قاروص طازج مشوي مع مزيج من الأعشاب العربية وزيت الزيتون,45000,balanced,3.0,651.0,26.0,59.0,9.0,46.0,179.0,Fish
411,كباب الدجاج بالزبادي والثوم,قطع دجاج مشوية متبلة بزبادي اليوناني والثوم الطازج,32000,low_carb,0.0,882.0,63.0,75.0,0.0,0.0,216.0,
412,مقلوبة القرنبيط باللحم البقري,قرنبيط بديل للأرز مع لحم بقري قليل الدهن وخضار مشوية,42000,low_carb,0.0,999.0,72.0,67.0,5.0,22.0,214.0,
413,يخنة السبانخ باللحم,يخنة سبانخ وقطع لحم بقري قليلة الدهن، مطبوخة في صلصة طماطم خفيفة.,24000,vegetarian,6.0,366.0,18.0,10.0,6.0,44.0,38.0,Dairy
414,مسقعة الفطر والعدس,طبق نباتي من طبقات الباذنجان والفطر والعدس، مطبوخة في صلصة طماطم غنية بالبهارات.,20000,vegan,5.0,326.0,15.0,9.0,12.0,42.0,30.0,Tree Nuts
415,فلافل بالخضار الطازجة,أقراص فلافل مخبوزة بالفرن بدلاً من القلي، تقدم في خبز بيتا من القمح الكامل مع الخس، الطماطم، والطحينة.,28000,vegan,9.0,475.0,21.0,16.0,14.0,60.0,131.0,
416,كباب الدجاج بالزبادي,كباب دجاج متبل بالزبادي والبهارات، مشوي حتى يصبح طريًا، يقدم مع سلطة الخضار.,30000,vegetarian,10.0,621.0,23.0,26.0,23.0,83.0,79.0,
417,سلطة الزهرة المشوية بالطحينة,زهرة (قرنبيط) مشوية بالفرن، تقدم مع صلصة طحينة، بقدونس، وصنوبر محمص.,26000,vegetarian,12.0,1127.0,32.0,30.0,12.0,179.0,1622.0,Dairy
418,مغربية بالدجاج,طبق من الكسكس المغربي المطبوخ مع قطع الدجاج، الجزر، والقرع.,34000,low_carb,3.0,777.0,29.0,107.0,2.0,19.0,288.0,Gluten
419,شوربة الحريرة المغربية,شوربة غنية ومغذية من الحمص، العدس، الطماطم، والكرفس، متبلة بالبهارات الدافئة.,22000,vegan,9.0,78.0,0.0,3.0,3.0,18.0,11.0,
420,شاورما الدجاج بالخبز الأسمر,شرائح دجاج مشوية مع الثوم وصلصة الطحينة، تقدم في خبز بيتا من القمح الكامل.,32000,balanced,14.0,645.0,25.0,36.0,15.0,73.0,107.0,Gluten
421,بامية باللحم الخالي من الدهون,بامية مطبوخة مع قطع لحم بقري قليل الدهن في صلصة طماطم وثوم.,25000,vegetarian,24.0,172.0,1.0,14.0,4.0,30.0,117.0,
422,عدس بحامض بالبطاطا,شوربة عدس أصفر مطبوخة مع مكعبات بطاطا، ثوم، وكزبرة، متبلة بالليمون.,19000,vegan,9.0,475.0,21.0,16.0,14.0,60.0,131.0,
423,حمص باللحمة المفرومة,حمص بطحينة يعلوه لحم مفروم قليل الدهن مطبوخ مع البصل والصنوبر.,48000,balanced,5.0,1237.0,61.0,77.0,6.0,94.0,1016.0,Shellfish
424,فتة المكدوس,طبق من الباذنجان المحشو بالجوز، فوق خبز محمص ولبن زبادي، مزين بالصنوبر والزيتون.,20000,vegan,6.0,574.0,33.0,20.0,20.0,55.0,12.0,
425,فول بالطحينة والليمون,فول مدمس مهروس مع الطحينة، الثوم، وعصير الليمون، طبق إفطار صحي.,17000,vegan,11.0,70.0,0.0,1.0,1.0,18.0,8.0,
426,قوزي الدجاج الصحي,دجاج مشوي محشو بالأرز الأسمر والمكسرات، طبق عراقي تقليدي صحي.,36000,balanced,3.0,764.0,20.0,81.0,4.0,68.0,389.0,
427,مجدرة البرغل الأسمر,طبق نباتي من البرغل الأسمر والعدس، مزين بالبصل المقلي.,23000,vegan,9.0,475.0,21.0,16.0,14.0,60.0,131.0,Tree Nuts
428,كبة باللبن المخبوزة,كبة لحم وبرغل مخبوزة بدلاً من القلي، مطبوخة في صلصة لبن زبادي مع الثوم.,32000,vegetarian,6.0,685.0,42.0,14.0,8.0,68.0,1281.0,
429,مرقة باميا بالفريكة,يخنة بامية وقطع لحم مطبوخة في صلصة طماطم غنية، تقدم مع حبوب الفريكة.,22000,vegetarian,7.0,510.0,41.0,11.0,10.0,29.0,72.0,
430,بصارة,فول مدمس مهروس مع الثوم والكزبرة، يزين بالبصل المقلي والزيت.,25000,vegetarian,6.0,1146.0,36.0,43.0,26.0,170.0,1134.0,Gluten
431,سمك بالفرن بالليمون والأعشاب,سمك فيليه بالفرن مع شرائح الليمون، الثوم، وإكليل الجبل.,38000,balanced,10.0,259.0,16.0,8.0,9.0,26.0,138.0,Fish
432,قرنبيط باللحمة والصنوبر,قرنبيط مقلي أو مشوي مع لحم مفروم قليل الدهن وصنوبر محمص.,42000,low_carb,0.0,999.0,72.0,67.0,5.0,22.0,214.0,Shellfish
433,كوسا باللبن والكزبرة,كوسا محشوة بالأرز واللحم المفروم، مطبوخة بصوص لبن زبادي وثوم.,18000,vegetarian,1.0,272.0,15.0,4.0,8.0,31.0,110.0,
434,مندي الدجاج الصحي,دجاج متبل ببهارات المندي ومشوي بالفرن، يقدم مع أرز المندي المطبوخ بمرق الدجاج.,25000,vegetarian,3.0,406.0,20.0,15.0,9.0,51.0,43.0,
435,كبة البطاطا المقلية,كبة مصنوعة من البطاطا المهروسة بدلاً من البرغل، محشوة باللحم المفروم والبصل.,25000,vegetarian,7.0,268.0,19.0,7.0,5.0,25.0,49.0,
436,فتة الملوخية,طبق من الملوخية المطبوخة، فوقها خبز محمص وشرائح دجاج مشوية.,18000,vegan,17.0,705.0,43.0,29.0,24.0,64.0,33.0,Eggs
437,مجدرة الأرز البني,طبق من الأرز البني والعدس، مزين بالبصل المكرمل.,20000,vegan,9.0,78.0,0.0,3.0,3.0,18.0,11.0,Dairy
438,قلاية لحم بالبصل,قطع لحم قليلة الدهن مطبوخة مع البصل والطماطم والبهارات، طبق سريع وصحي.,36000,low_carb,5.0,1083.0,27.0,37.0,10.0,171.0,2245.0,
439,شوربة الدجاج بالخضار,شوربة دجاج دافئة وغنية بالخضار مثل الجزر والكوسا والبطاطا.,38000,balanced,0.0,495.0,11.0,93.0,0.0,0.0,222.0,
440,مغلي,طبق حلويات من الأرز، القرفة، والكراوية، يزين بالمكسرات.,30000,vegetarian,7.0,316.0,15.0,6.0,4.0,39.0,13.0,Tree Nuts
441,فتة باذنجان بالفرن,باذنجان مشوي في الفرن، فوقه خبز محمص وصلصة لبن بالثوم.,19000,vegan,9.0,539.0,18.0,25.0,26.0,75.0,83.0,
442,شوربة الدجاج بالخضار والنعناع,حساء دجاج صحي مع الخضار المشكلة، مع إضافة لمسة من النعناع الطازج.,17000,vegan,17.0,511.0,20.0,20.0,18.0,66.0,99.0,
443,يخنة الكوسا بالدجاج,يخنة كوسا ودجاج مطبوخة بصلصة الطماطم الغنية بالبهارات.,22000,vegetarian,6.0,685.0,42.0,14.0,8.0,68.0,1281.0,Tree Nuts
444,سمك مشوي بالثوم والفلفل,سمك فيليه مشوي مع الثوم، شرائح الفلفل الحار، وعصير الليمون.,25000,low_carb,10.0,1294.0,101.0,70.0,15.0,37.0,261.0,Dairy
445,شوربة عدس بالشعير,شوربة عدس تقليدية مع إضافة القليل من حبوب الشعير الكاملة.,18000,vegetarian,5.0,868.0,34.0,26.0,23.0,126.0,79.0,
446,كشري صحي,طبق مصري من الأرز البني، العدس، والمعكرونة المصنوعة من القمح الكامل، مغطى بصلصة الطماطم الخفيفة والبصل المقلي.,28000,vegan,4.0,421.0,19.0,21.0,18.0,47.0,29.0,
447,مقلوبة الدجاج بالباذنجان والزهرة,طبق أرز مطبوخ مع طبقات من الباذنجان والزهرة المشوية، وقطع الدجاج، مع بهارات المقلوبة.,30000,vegetarian,6.0,449.0,31.0,7.0,11.0,41.0,16.0,Dairy
448,مجدّرة البرغل الأسمر,طبق نباتي من البرغل الأسمر والعدس، مزين بالبصل المقلي المقرمش.,26000,vegan,11.0,267.0,15.0,7.0,8.0,30.0,25.0,Tree Nuts
449,مجدرة الأرز البني,طبق من الأرز البني والعدس، مزين بالبصل المكرمل.,19000,vegan,8.0,237.0,15.0,6.0,7.0,23.0,19.0,
450,شيش طاووق مشوي,أسياخ من مكعبات الدجاج المتبلة بالزبادي والليمون والثوم، مشوية وتقدم مع الخضروات.,21000,vegan,4.0,419.0,19.0,19.0,17.0,47.0,35.0,Tree Nuts
451,شوربة الدجاج بالخضار والنعناع,حساء دجاج صحي مع الخضار المشكلة، مع إضافة لمسة من النعناع الطازج.,23000,balanced,0.0,438.0,23.0,51.0,2.0,9.0,252.0,
452,يخنة الكوسا بالدجاج,يخنة كوسا ودجاج مطبوخة بصلصة الطماطم الغنية بالبهارات.,32000,vegetarian,6.0,1146.0,36.0,43.0,26.0,170.0,1134.0,
453,سمك مشوي بالثوم والفلفل,سمك فيليه مشوي مع الثوم، شرائح الفلفل الحار، وعصير الليمون.,27000,vegan,9.0,78.0,0.0,3.0,3.0,18.0,11.0,
454,فتة باذنجان بالفرن,باذنجان مشوي في الفرن، فوقه خبز محمص وصلصة لبن بالثوم.,29000,vegetarian,5.0,300.0,15.0,4.0,4.0,37.0,15.0,Tree Nuts
455,شوربة عدس بالشعير,شوربة عدس تقليدية مع إضافة القليل من حبوب الشعير الكاملة.,48000,low_carb,0.0,1071.0,81.0,78.0,2.0,7.0,241.0,Fish
456,قلاية لحم بالبصل,قطع لحم قليلة الدهن مطبوخة مع البصل والطماطم والبهارات، طبق سريع وصحي.,45000,low_carb,10.0,1294.0,101.0,70.0,15.0,37.0,261.0,Shellfish
457,شوربة القرع بالكركم وحليب جوز الهند,قرع عضوي مع كركم طازج وحليب جوز الهند الخفيف,20000,vegan,5.0,326.0,15.0,9.0,12.0,42.0,30.0,Tree Nuts
458,كبّة البطاطا الحلوة والبرغل,كبّة صحية من البطاطا الحلوة والبرغل الكامل,30000,vegetarian,10.0,378.0,30.0,5.0,8.0,26.0,14.0,
